Kategori,Marka,Model,Fiyat,Yorum_Sayisi,Link
Laptop,Quantum,Quantum Ultra GL1600 R9-6900HX 16 GB 500 GB SSD 15.6'' Dos Dizüstü Bilgisayar,22424.03,0,https://www.n11.com/urun/quantum-ultra-gl1600-r9-6900hx-16-gb-500-gb-ssd-156-dos-dizustu-bilgisayar-110512787
Laptop,Hp,"Hp Victus 16-S1010NT 9Z790EA R7-8845HS 32 GB 1 TB SSD 8 GB RTX4060 16.1"" Dos Dizüstü Bilgisayar",51211.14,8,https://www.n11.com/urun/hp-victus-16-s1010nt-9z790ea-r7-8845hs-32-gb-1-tb-ssd-8-gb-rtx4060-161-dos-dizustu-bilgisayar-55372159
Laptop,Acer,"Acer Aspire Lite AL15-71P-51AR NX.J7MEY.001 i5-12450H 8 GB 512 GB SSD 15.6"" Dos Dizüstü Bilgisayar",18399,10,https://www.n11.com/urun/acer-aspire-lite-al15-71p-51ar-nxj7mey001-i5-12450h-8-gb-512-gb-ssd-156-dos-dizustu-bilgisayar-83607565
Laptop,HP,"HP Victus Laptop 16-R0071NT 8V898EA i7-13700H 32 GB 1 TB SSD RTX4070 16.1"" Dos FHD Dizüstü Bilgisayar",61489.05,8,https://www.n11.com/urun/hp-victus-laptop-16-r0071nt-8v898ea-i7-13700h-32-gb-1-tb-ssd-rtx4070-161-dos-fhd-dizustu-bilgisayar-44804745
Laptop,Casper,"Casper Nirvana S100.1342-DF00X-G-F i5-13420H 32 GB 1 TB NVMe SSD 16"" Dos Dizüstü Bilgisayar",27899.07,1,https://www.n11.com/urun/casper-nirvana-s1001342-df00x-g-f-i5-13420h-32-gb-1-tb-nvme-ssd-16-dos-dizustu-bilgisayar-67414128
Laptop,MSI,"MSI Modern 15 F13MG-436XTR i5-1334U 16 GB 512 GB SSD 15.6"" Free Dos Dizüstü Bilgisayar",23249.99,0,https://www.n11.com/urun/msi-modern-15-f13mg-436xtr-i5-1334u-16-gb-512-gb-ssd-156-free-dos-dizustu-bilgisayar-102443609
Laptop,Game,"Game Garaj Slayer R9M3D XL-5070-C2 R9-9955hX3D 32 GB 1 TB SSD RTX5070 17"" Free Dos Dizüstü Bilgisayar",89699.03,0,https://www.n11.com/urun/game-garaj-slayer-r9m3d-xl-5070-c2-r9-9955hx3d-32-gb-1-tb-ssd-rtx5070-17-free-dos-dizustu-bilgisayar-97776408
Laptop,HP,"HP Victus 15-FA2036NT C52QWEA i7-13620H 24 GB 1 TB SSD RTX5050 15.6"" Dos Dizüstü Bilgisayarı",52341.08,0,https://www.n11.com/urun/hp-victus-15-fa2036nt-c52qwea-i7-13620h-24-gb-1-tb-ssd-rtx5050-156-dos-dizustu-bilgisayari-97410079
Laptop,HP,"HP ProBook 460 G11 9Y7B4ET U5-125U 16 GB 512 GB SSD 16"" W11P Dizüstü Bilgisayar",37499.39,0,https://www.n11.com/urun/hp-probook-460-g11-9y7b4et-u5-125u-16-gb-512-gb-ssd-16-w11p-dizustu-bilgisayar-64446451
Laptop,Lenovo,"Lenovo Ideapad Flex 5 14IAU7 82R700N4TX İ5-1235U 8 GB 512 GB SSD 14"" W11H Dizüstü Bilgisayarı",32549.07,0,https://www.n11.com/urun/lenovo-ideapad-flex-5-14iau7-82r700n4tx-i5-1235u-8-gb-512-gb-ssd-14-w11h-dizustu-bilgisayari-87238475
Laptop,HP,"HP OMEN Slim 16-AN0000NT BQ3Z2EAHMF17 Ultra 9-285H 32 GB 2 TB SSD 8 GB RTX5060 16"" W11P Dizüstü Bilgisayar",89310.92,0,https://www.n11.com/urun/hp-omen-slim-16-an0000nt-bq3z2eahmf17-ultra-9-285h-32-gb-2-tb-ssd-8-gb-rtx5060-16-w11p-dizustu-bilgisayar-105218354
Laptop,Lenovo,"Lenovo IdeaPad 5 2-in-1 14IRH9 83KX004FTR i5-13420H 16 GB 512 GB SSD 14"" Dos Dizüstü Bilgisayar",36479.04,2,https://www.n11.com/urun/lenovo-ideapad-5-2-in-1-14irh9-83kx004ftr-i5-13420h-16-gb-512-gb-ssd-14-dos-dizustu-bilgisayar-62994521
Laptop,MSI,"MSI Prestige 13 AI+ Ukiyoe Edition A2VMG-092TR Ultra 9-288V 32 GB 1 TB SSD 13"" W11H Dizüstü Bilgisayar",98747.03,0,https://www.n11.com/urun/msi-prestige-13-ai-ukiyoe-edition-a2vmg-092tr-ultra-9-288v-32-gb-1-tb-ssd-13-w11h-dizustu-bilgisayar-104646598
Laptop,Lenovo,"Lenovo LOQ 15IAX9 83GS007WTR i5-12450HX 8 GB 512 GB SSD RTX4050 15.6"" Dos Dizüstü Bilgisayar",39899.05,84,https://www.n11.com/urun/lenovo-loq-15iax9-83gs007wtr-i5-12450hx-8-gb-512-gb-ssd-rtx4050-156-dos-dizustu-bilgisayar-55043987
Laptop,Asus,"Asus ExpertBook P1403CVA-I716512G0D001 i7-13620H 16 GB 1 TB SSD 14"" Dos Dizüstü Bilgisayar",47799,0,https://www.n11.com/urun/asus-expertbook-p1403cva-i716512g0d001-i7-13620h-16-gb-1-tb-ssd-14-dos-dizustu-bilgisayar-78420210
Laptop,HP,"HP ProBook 460 G11 A23BKEA Ultra5-125U 16 GB 512 GB SSD 16"" Dos Dizüstü Bilgisayar",32291.44,0,https://www.n11.com/urun/hp-probook-460-g11-a23bkea-ultra5-125u-16-gb-512-gb-ssd-16-dos-dizustu-bilgisayar-64522470
Laptop,HP,"HP 250 G10 9G1E5ET i5-1334U 16 GB 512 GB SSD 15.6"" Dos Dizüstü Bilgisayar",26039.97,2,https://www.n11.com/urun/hp-250-g10-9g1e5et-i5-1334u-16-gb-512-gb-ssd-156-dos-dizustu-bilgisayar-71687162
Laptop,HP,"HP Omen 16-AP0004NT C52R0EA Ryzen AI 9 365 32 GB 1 TB SSD 8 GB RTX5070 16"" Dos Dizüstü Bilgisayar",76327.05,1,https://www.n11.com/urun/hp-omen-16-ap0004nt-c52r0ea-ryzen-ai-9-365-32-gb-1-tb-ssd-8-gb-rtx5070-16-dos-dizustu-bilgisayar-102587026
Laptop,Dell,Dell Alienware 16X Aurora AC16251-ARLHX-007-HOM-32 U7-255HX 32 GB 1 TB SSD 8 GB W11H Dizüstü Bilgisayar,92253.53,0,https://www.n11.com/urun/dell-alienware-16x-aurora-ac16251-arlhx-007-hom-32-u7-255hx-32-gb-1-tb-ssd-8-gb-w11h-dizustu-bilgisayar-101731445
Laptop,Lenovo,"Lenovo IdeaPad Slim 5 83HY004CTR RAl 7 350 16 GB 512 GB SSD 16"" Wuxga W11H Dizüstü Bilgisayar",46992,0,https://www.n11.com/urun/lenovo-ideapad-slim-5-83hy004ctr-ral-7-350-16-gb-512-gb-ssd-16-wuxga-w11h-dizustu-bilgisayar-86013042
Laptop,Casper,"Casper Excalibur G870.1362-BF60X-C i7-13620H 16 GB 1 TB RTX5060 15.6"" Dos Dizüstü Bilgisayar",53753.07,1,https://www.n11.com/urun/casper-excalibur-g8701362-bf60x-c-i7-13620h-16-gb-1-tb-rtx5060-156-dos-dizustu-bilgisayar-82992461
Laptop,Dell,"Dell Vostro 3530 N3409PVNB3530U003 i5-1334U 32 GB 512 GB SSD 15.6"" Ubuntu Dizüstü Bilgisayar",30727,0,https://www.n11.com/urun/dell-vostro-3530-n3409pvnb3530u003-i5-1334u-32-gb-512-gb-ssd-156-ubuntu-dizustu-bilgisayar-65114375
Laptop,Lenovo,"Lenovo IdeaPad Pro 5 14IAH10 83JK0019TR Ultra 9 285H 32 GB 1 TB SSD 14"" Dos Dizüstü Bilgisayar",58999,0,https://www.n11.com/urun/lenovo-ideapad-pro-5-14iah10-83jk0019tr-ultra-9-285h-32-gb-1-tb-ssd-14-dos-dizustu-bilgisayar-89113868
Laptop,Asus,"Asus TUF Gaming F16 FX608JMR-RV077 i7-14650HX 32 GB 1 TB SSD RTX5060 16"" Free Dos Dizüstü Bilgisayar",74151.11,0,https://www.n11.com/urun/asus-tuf-gaming-f16-fx608jmr-rv077-i7-14650hx-32-gb-1-tb-ssd-rtx5060-16-free-dos-dizustu-bilgisayar-84381975
Laptop,Lenovo,"Lenovo IdeaPad Slim 3 16IRH10 83K2001VTR24 i7-13620H 24 GB 1 TB SSD 16"" Dos Dizüstü Bilgisayar",49999,3,https://www.n11.com/urun/lenovo-ideapad-slim-3-16irh10-83k2001vtr24-i7-13620h-24-gb-1-tb-ssd-16-dos-dizustu-bilgisayar-75572049
Laptop,Asus,"Asus ROG Zephyrus G16 GU605CP-QR066-Gaming Ultra 9 285H 32 GB 1 TB SSD RTX5070 16"" Dos Dizüstü Bilgisayar",128699.03,1,https://www.n11.com/urun/asus-rog-zephyrus-g16-gu605cp-qr066-gaming-ultra-9-285h-32-gb-1-tb-ssd-rtx5070-16-dos-dizustu-bilgisayar-86029492
Laptop,Casper,"Casper Nirvana S100.1362-GX00X-G-F i7-13620H 48 GB 2 TB SSD 16"" Free Dos Dizüstü Bilgisayar",38594.07,0,https://www.n11.com/urun/casper-nirvana-s1001362-gx00x-g-f-i7-13620h-48-gb-2-tb-ssd-16-free-dos-dizustu-bilgisayar-105209184
Laptop,HP,HP Zbook 8 G1i A3ZT5ET u7-255H 32 GB 1 TB SSD RTX A500 4 GB 16'' WUXGA W11P İş İstasyonu,84849.48,0,https://www.n11.com/urun/hp-zbook-8-g1i-a3zt5et-u7-255h-32-gb-1-tb-ssd-rtx-a500-4-gb-16-wuxga-w11p-is-istasyonu-104439093
Laptop,HP,"HP Omen 17-DB1015NT C2EZ5EA Ryzen AI 7 350 16 GB 1 TB SSD 8 GB RTX5060 17.3"" Free Dos Dizüstü Bilgisayar",63297.41,0,https://www.n11.com/urun/hp-omen-17-db1015nt-c2ez5ea-ryzen-ai-7-350-16-gb-1-tb-ssd-8-gb-rtx5060-173-free-dos-dizustu-bilgisayar-97596168
Laptop,Casper,"Casper Excalibur G870.1362-EX50X-C i7-13620H 64 GB 2 TB 8 GB RTX5050 15.6"" Dos Dizüstü Bilgisayar",71399,0,https://www.n11.com/urun/casper-excalibur-g8701362-ex50x-c-i7-13620h-64-gb-2-tb-8-gb-rtx5050-156-dos-dizustu-bilgisayar-92118723
Laptop,Casper,"Casper Excalibur G870.210H-DF60X-C i5-210H 32 GB 1 TB 8 GB RTX5060 15.6"" Free Dos Dizüstü Bilgisayar",54700,0,https://www.n11.com/urun/casper-excalibur-g870210h-df60x-c-i5-210h-32-gb-1-tb-8-gb-rtx5060-156-free-dos-dizustu-bilgisayar-86588648
Laptop,HP,"HP ProBook 460 G11 A23BCEA10 Ultra7-155U 32 GB 512 GB SSD 16"" W11P Dizüstü Bilgisayar",46499.28,0,https://www.n11.com/urun/hp-probook-460-g11-a23bcea10-ultra7-155u-32-gb-512-gb-ssd-16-w11p-dizustu-bilgisayar-64526084
Laptop,Dell,"Dell Inspiron 3520 I35201013U i7-1255U 8 GB 512 GB SSD 15.6"" 120 Hz Ubuntu FHD Dizüstü Bilgisayar",26218.36,9,https://www.n11.com/urun/dell-inspiron-3520-i35201013u-i7-1255u-8-gb-512-gb-ssd-156-120-hz-ubuntu-fhd-dizustu-bilgisayar-27513851
Laptop,Game,"Game Garaj Slayer5 7-5060 C2 U7-255HX 32 GB 2 TB RTX5060 16"" Free Dos Dizüstü Bilgisayar",76049.03,0,https://www.n11.com/urun/game-garaj-slayer5-7-5060-c2u7-255hx-32gb-2tb-rtx5060-16-free-dos-dizustu-bilgisayar-88138513
Laptop,Casper,"Casper Nirvana X650.1342-BF00X-G-F i5-13420H 16 GB 1 TB SSD 15.6"" Dos Dizüstü Bilgisayar",25202.07,0,https://www.n11.com/urun/casper-nirvana-x6501342-bf00x-g-f-i5-13420h-16-gb-1-tb-ssd-156-dos-dizustu-bilgisayar-83037753
Laptop,Lenovo,"Lenovo LOQ 15IAX9 83GS00PDTR i5-12600HX 8 GB 512 GB SSD RTX3050 15.6"" Free Dos Dizüstü Bilgisayar",32204.05,0,https://www.n11.com/urun/lenovo-loq-15iax9-83gs00pdtr-i5-12600hx-8-gb-512-gb-ssd-rtx3050-156-free-dos-dizustu-bilgisayar-67344993
Laptop,MSI,"MSI Crosshair 17 HX AI Ultra 9 275HX D2XWGKG-017TR-12 48 GB 1 TB+1 TB SSD 8 GB RTX5070 17"" W11H Dizüstü Bilgisayar",161649.75,0,https://www.n11.com/urun/msi-crosshair-17-hx-ai-ultra-9-275hx-d2xwgkg-017tr-12-48-gb-1-tb1-tb-ssd-8-gb-rtx5070-17-w11h-dizustu-bilgisayar-110541444
Laptop,Casper,"Casper NevoPro NP40.210H-CF00X-G-F Core 5 210H 24 GB 1 TB SSD 14"" Free Dos Dizüstü Bilgisayar",30317.07,0,https://www.n11.com/urun/casper-nevopro-np40210h-cf00x-g-f-core-5-210h-24-gb-1-tb-ssd-14-free-dos-dizustu-bilgisayar-105208795
Laptop,Asus,"Asus Vivobook 14 Flip TP3407SA-QL090W Ultra 7 256V 16 GB 512 GB SSD 14"" W11H Dizüstü Bilgisayar",62656,0,https://www.n11.com/urun/asus-vivobook-14-flip-tp3407sa-ql090w-ultra-7-256v-16-gb-512-gb-ssd-14-w11h-dizustu-bilgisayar-86013004
Laptop,Lenovo,"Lenovo V15 G4 IRU 83A100A4TR006 i5-13420H 40 GB 512 GB SSD 15.6"" Free Dos FHD Dizüstü Bilgisayar",31958.40,0,https://www.n11.com/urun/lenovo-v15-g4-iru-83a100a4tr006-i5-13420h-40-gb-512-gb-ssd-156-free-dos-fhd-dizustu-bilgisayar-48754698
Laptop,Game,"Game Garaj Slayer R9M3D XL-5070-C4 R9-9955hX3D 64 GB 2 TB SSD RTX5070 17"" Free Dos Dizüstü Bilgisayar",103349.03,1,https://www.n11.com/urun/game-garaj-slayer-r9m3d-xl-5070-c4-r9-9955hx3d-64-gb-2-tb-ssd-rtx5070-17-free-dos-dizustu-bilgisayar-97776406
Laptop,Asus,"Asus VivoBook S16 S3607QA-SH037W Snapdragon X X1 26 100 16 GB 1 TB SSD 16"" W11H Dizüstü Bilgisayar",39159.02,0,https://www.n11.com/urun/asus-vivobook-s16-s3607qa-sh037w-snapdragon-x-x1-26-100-16-gb-1-tb-ssd-16-w11h-dizustu-bilgisayar-101274177
Laptop,Asus,"Asus Vivobook S14 S3407VA-LY015 i5-13420H 16 GB 512 GB SSD 14"" Dos Dizüstü Bilgisayar",29141.78,0,https://www.n11.com/urun/asus-vivobook-s14-s3407va-ly015-i5-13420h-16-gb-512-gb-ssd-14-dos-dizustu-bilgisayar-100445983
Laptop,Msi,"Msi THIN 15 B12UC-1479XTR001 i7-12650H 16 GB 512 GB SSD RTX3050 15.6"" W11P Dizüstü Bilgisayar",40849.05,0,https://www.n11.com/urun/msi-thin-15-b12uc-1479xtr001-i7-12650h-16-gb-512-gb-ssd-rtx3050-156-w11p-dizustu-bilgisayar-65874702
Laptop,Apple,"Apple MacBook Air MC6C4TU/A M4 24 GB 512 GB SSD 13.6"" macOS Sequoia Dizüstü Bilgisayar",80000,0,https://www.n11.com/urun/apple-macbook-air-mc6c4tua-m4-24-gb-512-gb-ssd-136-macos-sequoia-dizustu-bilgisayar-77430951
Laptop,Lenovo,"Lenovo LOQ 15IRX9 83DV00HTTRA78 i7-13650HX 16 GB 512 GB SSD RTX4060 15.6"" Dos FHD Dizüstü Bilgisayar",54966.24,1,https://www.n11.com/urun/lenovo-loq-15irx9-83dv00httra78-i7-13650hx-16-gb-512-gb-ssd-rtx4060-156-dos-fhd-dizustu-bilgisayar-60720339
Laptop,Lenovo,"Lenovo ThinkPad E14 Gen 5 21JK00LCTX i5-13420H 16 GB 512 GB SSD 14"" Dos Dizüstü Bilgisayar",33724.05,1,https://www.n11.com/urun/lenovo-thinkpad-e14-gen-5-21jk00lctx-i5-13420h-16-gb-512-gb-ssd-14-dos-dizustu-bilgisayar-65856118
Laptop,Casper,"Casper Nirvana S200.1342-BU00X-G-F i5-13420H 16 GB 250 GB SSD 16"" Dos Dizüstü Bilgisayar",27155.07,0,https://www.n11.com/urun/casper-nirvana-s2001342-bu00x-g-f-i5-13420h-16-gb-250-gb-ssd-16-dos-dizustu-bilgisayar-67414369
Laptop,Acer,"Acer A315-59 i5-1235U 8 GB 512 SSD 2 GB MX550 15.6"" W11H Dizüstü Bilgisayar",23500,3,https://www.n11.com/urun/acer-a315-59-i5-1235u-8-gb-512-ssd-2-gb-mx550-156-w11h-dizustu-bilgisayar-38668439
Laptop,Lenovo,"Lenovo V15 G4 IRU 83A1008XTR i5-13420H 8 GB 512 GB SSD 15.6"" Free Dos FHD Dizüstü Bilgisayar",24599,0,https://www.n11.com/urun/lenovo-v15-g4-iru-83a1008xtr-i5-13420h-8-gb-512-gb-ssd-156-free-dos-fhd-dizustu-bilgisayar-47278039
Laptop,MSI,"MSI Crosshair 18 Hx Aı A2XWGKG-014TR Ultra 9 275HX 32 GB 1 TB SSD RTX 5070 18"" W11H Dizüstü Bilgisayar",120319.06,0,https://www.n11.com/urun/msi-crosshair-18-hx-ai-a2xwgkg-014tr-ultra-9-275hx-32-gb-1-tb-ssd-rtx-5070-18-w11h-dizustu-bilgisayar-89220461
Laptop,Asus,"Asus ExpertBook P1 P1403CVA-I58512G1D-53 i5-13420H 32 GB 1 TB SSD 14"" W11P Dizüstü Bilgisayar",44358,0,https://www.n11.com/urun/asus-expertbook-p1-p1403cva-i58512g1d-53-i5-13420h-32-gb-1-tb-ssd-14-w11p-dizustu-bilgisayar-111514690
Laptop,Lenovo,"Lenovo LOQ 15ARP9 83JC006ATRA23 R7-7435HS 16 GB 2 TB SSD RTX4050 15.6"" W11H Dizüstü Bilgisayar",51438.24,0,https://www.n11.com/urun/lenovo-loq-15arp9-83jc006atra23-r7-7435hs-16-gb-2-tb-ssd-rtx4050-156-w11h-dizustu-bilgisayar-61077738
Laptop,Lenovo,"Lenovo LOQ 15IAX9 83GS0081TR i5-12450HX 8 GB 512 GB SSD RTX4050 15.6"" W11H Dizüstü Bilgisayar",35999,0,https://www.n11.com/urun/lenovo-loq-15iax9-83gs0081tr-i5-12450hx-8-gb-512-gb-ssd-rtx4050-156-w11h-dizustu-bilgisayar-57987587
Laptop,Lenovo,"Lenovo V15 G4 IRU 83A100A4TR005 i5-13420H 24 GB 512 GB SSD 15.6"" Free Dos FHD Dizüstü Bilgisayar",27158.40,0,https://www.n11.com/urun/lenovo-v15-g4-iru-83a100a4tr005-i5-13420h-24-gb-512-gb-ssd-156-free-dos-fhd-dizustu-bilgisayar-48754679
Laptop,HP,"HP Elitebook 645 G9 5Y3J0EA RYZEN 5 PRO R5-5675U 8GB 512GB SSD 14"" W11P Dizüstü Bilgisayar",31999,0,https://www.n11.com/urun/hp-elitebook-645-g9-5y3j0ea-ryzen-5-pro-r5-5675u-8gb-512gb-ssd-14-w11p-dizustu-bilgisayar-36847291
Laptop,HP,"HP Victus 16-R1041NT 9J243EA i7-14700HX 16 GB 1 TB SSD 8 GB RTX4060 16.1"" Dos FHD Dizüstü Bilgisayar",54419.93,23,https://www.n11.com/urun/hp-victus-16-r1041nt-9j243ea-i7-14700hx-16-gb-1-tb-ssd-8-gb-rtx4060-161-dos-fhd-dizustu-bilgisayar-47995963
Laptop,Game,"Game Garaj Slayer5 7-5060 C3 U7-255HX 64 GB 2 TB SSD RTX5060 16"" Free Dos Dizüstü Bilgisayar",83849.03,1,https://www.n11.com/urun/game-garaj-slayer5-7-5060-c3u7-255hx-64gb-2tb-ssd-rtx5060-16-free-dos-dizustu-bilgisayar-88130131
Laptop,HP,"HP EliteBook X360 1040 G11 9G0K0ET U7-155H 32 GB 1 TB SSD 14"" W11P Dizüstü Bilgisayar",78449.52,0,https://www.n11.com/urun/hp-elitebook-x360-1040-g11-9g0k0et-u7-155h-32-gb-1-tb-ssd-14-w11p-dizustu-bilgisayar-65946061
Laptop,Lenovo,"Lenovo ThinkBook 14 2-in-1 G4 IML 21MX002VTR018 Ultra 7 155U 64 GB 2 TB SSD 14"" Dos Dizüstü Bilgisayar",77887.31,1,https://www.n11.com/urun/lenovo-thinkbook-14-2-in-1-g4-iml-21mx002vtr018-ultra-7-155u-64-gb-2-tb-ssd-14-dos-dizustu-bilgisayar-66179029
Laptop,Asus,"Asus Expertbook B3 Flip B3402FVA-I58512S0DBS4 i5-1335U 40 GB 512 GB SSD 14"" Dos Dizüstü Bilgisayar",35519.04,0,https://www.n11.com/urun/asus-expertbook-b3-flip-b3402fva-i58512s0dbs4i5-1335u-40-gb-512-gb-ssd-14-dos-dizustu-bilgisayar-91069228
Laptop,Game,"Game Garaj Slayer R9T-5070-C7 R9-8945HX 16 GB 1 TB SSD RTX5070 16"" Free Dos Dizüstü Bilgisayar",68249.03,0,https://www.n11.com/urun/game-garaj-slayer-r9t-5070-c7-r9-8945hx-16-gb-1-tb-ssd-rtx5070-16-free-dos-dizustu-bilgisayar-110986419
Laptop,HP,"HP Omen 16-AM0002NT BP4M5EA Ultra 7 255H 32 GB 1 TB SSD RTX5070 16"" W11H Dizüstü Bilgisayar",79795.66,1,https://www.n11.com/urun/hp-omen-16-am0002nt-bp4m5ea-ultra-7-255h-32-gb-1-tb-ssd-rtx5070-16-w11h-dizustu-bilgisayar-91775893
Laptop,Dell,"Dell Vostro 3520 N5315PVNB3520U i5-1235U 16 GB 512 GB SSD 15.6"" Ubuntu FHD Dizüstü Bilgisayar",24699.05,77,https://www.n11.com/urun/dell-vostro-3520-n5315pvnb3520u-i5-1235u-16-gb-512-gb-ssd-156-ubuntu-fhd-dizustu-bilgisayar-36713345
Laptop,Asus,"Asus B3402FBA I58512B1D i5-1235U 8 GB 512 GB SSD 14"" Free Dos FHD Dizüstü Bilgisayar",34000,5,https://www.n11.com/urun/asus-b3402fba-i58512b1d-i5-1235u-8-gb-512-gb-ssd-14-free-dos-fhd-dizustu-bilgisayar-49760775
Laptop,Game,"Game Garaj Slayer5 9XL-5090 C3 Ultra 9 275HX 64 GB 2 TB SSD RTX5090 17"" Free Dos Dizüstü Bilgisayar",170624.03,1,https://www.n11.com/urun/game-garaj-slayer5-9xl-5090-c3-ultra-9-275hx-64-gb-2-tb-ssd-rtx5090-17-free-dos-dizustu-bilgisayar-83594596
Laptop,Lenovo,"Lenovo LOQ 15IRX9 83DV0118TR i7-13650HX 12 GB 1 TB SSD RTX4050 15.6"" Dos Dizüstü Bilgisayar",53624.03,1,https://www.n11.com/urun/lenovo-loq-15irx9-83dv0118tr-i7-13650hx-12-gb-1-tb-ssd-rtx4050-156-dos-dizustu-bilgisayar-70026887
Laptop,Acer,"Acer Nitro V 15 ANV15-51-54UY NH.QNBEY.001 i5-13420H 8 GB 512 GB SSD RTX4050 15.6"" Free Dos FHD Dizüstü Bilgisayar",35624.05,19,https://www.n11.com/urun/acer-nitro-v-15-anv15-51-54uy-nhqnbey001-i5-13420h-8-gb-512-gb-ssd-rtx4050-156-free-dos-fhd-dizustu-bilgisayar-45256626
Laptop,Lenovo,"Lenovo LOQ 15IRX9 83DV011CTR1 i7-13650HX 24 GB 1 TB SSD RTX3050 15.6"" Dos Dizüstü Bilgisayar",46999,1,https://www.n11.com/urun/lenovo-loq-15irx9-83dv011ctr1-i7-13650hx-24-gb-1-tb-ssd-rtx3050-156-dos-dizustu-bilgisayar-81836819
Laptop,Casper,"Casper Nirvana X650.1315-BU00X-G-F i3-1315U 16 GB 250 GB SSD 15.6"" Dos Dizüstü Bilgisayar",18971.07,0,https://www.n11.com/urun/casper-nirvana-x6501315-bu00x-g-f-i3-1315u-16-gb-250-gb-ssd-156-dos-dizustu-bilgisayar-83037683
Laptop,MSI,"MSI Cyborg 15 A13VE-1252XTR009 i5-13420H 16GB 1 TB SSD RTX4050 15.6"" W11P Dizüstü Bilgisayar",57799,0,https://www.n11.com/urun/msi-cyborg-15-a13ve-1252xtr009-i5-13420h-16gb-1-tb-ssd-rtx4050-156-w11p-dizustu-bilgisayar-111509474
Laptop,Game,"Game Garaj Slayer5 9XL-5080 C2 u9-275HX 32 GB 2 TB SSD RTX5080 17"" QHD+ IPS Dos Dizüstü Oyuncu Bilgisayarı",131624.03,0,https://www.n11.com/urun/game-garaj-slayer5-9xl-5080-c2-u9-275hx-32-gb-2-tb-ssd-rtx5080-17-qhd-ips-dos-dizustu-oyuncu-bilgisayari-109503208
Laptop,Gigabyte,Gigabyte Gaming 16-3THK3TR893SD R7-260 16 GB 512 GB SSD 8 GB RTX5050 Free Dos Dizüstü Bilgisayar,52395.53,0,https://www.n11.com/urun/gigabyte-gaming-16-3thk3tr893sd-r7-260-16-gb-512-gb-ssd-8-gb-rtx5050-free-dos-dizustu-bilgisayar-101692040
Laptop,Casper,"Casper Nevopro NP40.255H-DF00R-G-F Ultra 7 255H 32 GB 1 TB SSD 14"" W11P Dizüstü Bilgisayar",51614.07,0,https://www.n11.com/urun/casper-nevopro-np40255h-df00r-g-f-ultra-7-255h-32-gb-1-tb-ssd-14-w11p-dizustu-bilgisayar-97379401
Laptop,Asus,"Asus ExpertBook P1 P1403CVA-I58512G0D012 i5-13420H 16 GB 512 GB SSD 14"" W11P Dizüstü Bilgisayar",37899,0,https://www.n11.com/urun/asus-expertbook-p1-p1403cva-i58512g0d012-i5-13420h-16-gb-512-gb-ssd-14-w11p-dizustu-bilgisayar-76043609
Laptop,Lenovo,"Lenovo IdeaPad 3 17IAU7 82RL00DTTX i7-1255U 16 GB 512 GB SSD 17.3"" Dos Dizüstü Bilgisayar",32999,0,https://www.n11.com/urun/lenovo-ideapad-3-17iau7-82rl00dttx-i7-1255u-16-gb-512-gb-ssd-173-dos-dizustu-bilgisayar-75439599
Laptop,Lenovo,"Lenovo Thinkpad X1 Carbon Gen 11 21HM004GTX i7-1355U 16 GB 512 GB SSD 14"" Wuxga W11P Dizüstü Bilgisayar",79739.26,0,https://www.n11.com/urun/lenovo-thinkpad-x1-carbon-gen-11-21hm004gtx-i7-1355u-16-gb-512-gb-ssd-14-wuxga-w11p-dizustu-bilgisayar-62638063
Laptop,Lenovo,"Lenovo V15 G4 AMN 82YU0124TX03 R5-7520U 8 GB 1 TB SSD 15.6"" W11P Dizüstü Bilgisayar",29799,0,https://www.n11.com/urun/lenovo-v15-g4-amn-82yu0124tx03-r5-7520u-8-gb-1-tb-ssd-156-w11p-dizustu-bilgisayar-59970824
Laptop,HP,"HP Omen 16-AM0021NT BQ3Q8EA i9-14900HX 32 GB 1 TB SSD RTX5060 16"" Dos Dizüstü Oyuncu Bilgisayarı",76678.67,0,https://www.n11.com/urun/hp-omen-16-am0021nt-bq3q8ea-i9-14900hx-32-gb-1-tb-ssd-rtx5060-16-dos-dizustu-oyuncu-bilgisayari-110966634
Laptop,Lenovo,"Lenovo Yoga Pro 7 14AKP10 83KG000HTR AMD Ryzen AI 7 350 32 GB 1 TB SSD 14.5"" W11H Dizüstü Bilgisayar",68530,0,https://www.n11.com/urun/lenovo-yoga-pro-7-14akp10-83kg000htr-amd-ryzen-ai-7-350-32-gb-1-tb-ssd-145-w11h-dizustu-bilgisayar-101248135
Laptop,Lenovo,"Lenovo Ideapad 5 2-in-183KT003CTR RAI7 16 GB 512 GB SSD 14"" WUXGA W11 Dizüstü Bilgisayarı",50908,0,https://www.n11.com/urun/lenovo-ideapad-5-2-in-183kt003ctr-rai7-16-gb-512-gb-ssd-14-wuxga-w11-dizustu-bilgisayari-88121568
Laptop,HP,"HP ProBook 440 G11 9Y7C1ET Ultra 5 125U 16 GB 512 GB SSD 14"" W11P Dizüstü Bilgisayar",37749.55,0,https://www.n11.com/urun/hp-probook-440-g11-9y7c1et-ultra-5-125u-16-gb-512-gb-ssd-14-w11p-dizustu-bilgisayar-67346343
